NET_BOOKINGS
49
62
63
61
26
54
64
55
23
58
73
44
66
61
14
67
62
46
59
82
68
68
49
39
43
57
64
58
34
71
50
29
58
74
74
54
61
77
49
60
77
76
64
56
77
75
53
67
74
44
60
59
64
47
79
82
75
68
52
36
64
65
81
46
80
55
54
83
82
81
67
80
79
51
57
80
84
74
80
75
83
77
82
82
77
77
81
67
68
82
81
67
67
54
38
50
77
78
52
47
47
62
66
78
76
68
60
54
31
78
65
79
26
65
69
47
77
70
81
79
64
76
81
77
52
63
51
58
42
35
68
65
61
42
59
54
50
83
79
82
64
83
68
62
73
79
83
33
49
57
46
49
77
81
59
52
81
57
83
78
81
57
55
42
36
73
80
79
28
61
50
64
74
70
81
32
54
50
53
70
70
57
29
51
61
75
53
69
64
43
55
66
67
84
84
82
52
77
68
39
59
81
82
55
73
75
69
63
68
69
52
55
50
40
58
83
77
73
45
75
81
84
81
75
76
80
66
67
77
62
76
61
84
80
79
82
79
77
83
66
40
39
45
66
75
71
44
48
68
75
76
82
79
72
55
73
54
71
64
13
80
63
49
54
61
72
28
71
56
55
54
48
79
41
48
56
38
66
79
83
77
52
58
52
82
84
84
72
75
80
62
82
80
78
64
30
71
57
73
84
68
59
79
74
57
84
84
54
52
71
72
83
67
83
79
83
75
77
82
80
74
81
77
78
44
83
84
81
78
72
63
62
71
73
77
81
66
69
82
61
65
61
75
40
69
68
51
65
73
74
43
70
57
56
58
56
77
60
78
76
79
78
83
82
84
67
71
76
69
35
39
30
13
52
46
45
41
63
37
59
70
65
81
68
65
33
72
61
66
55
75
70
48
45
39
52
56
69
81
47
52
53
80
46
79
84
78
54
57
75
82
84
81
74
74
83
70
67
80
73
64
70
79
83
76
82
74
69
75
59
78
80
82
83
49
75
82
76
79
81
75
78
82
61
79
81
82
76
80
80
84
59
79
76
73
75
61
45
38
32
63
60
56
58
58
56
74
45
50
39
59
63
73
83
76
80
64
49
50
38
58
78
82
80
79
73
76
81
56
25
58
48
33
47
54
77
65
41
57
76
55
78
80
70
63
79
61
61
76
82
81
34
57
75
48
76
39
77
65
54
53
75
66
84
75
47
82
37
73
79
64
70
33
63
55
37
68
74
63
32
43
44
51
54
78
67
44
48
32
38
48
44
79
53
79
73
55
66
81
81
55
43
69
45
67
60
74
41
72
59
68
79
63
77
41
66
57
57
66
68
80
73
82
81
78
82
82
79
81
77
77
57
58
49
31
57
80
82
50
54
75
82
69
78
65
51
83
47
70
38
29
38
83
61
81
81
55
62
46
54
83
80
84
63
40
68
52
74
78
79
49
39
48
64
64
62
46
29
73
62
58
81
75
41
72
53
61
43
69
78
79
47
80
58
79
79
81
84
65
79
49
46
79
84
82
37
79
61
53
52
83
78
60
80
74
84
70
79
82
70
75
84
73
83
80
84
51
76
60
68
83
84
73
62
43
74
73
77
80
79
51
75
43
49
79
68
82
48
66
70
67
72
80
77
28
64
83
57
55
55
75
52
45
58
76
81
82
80
79
83
74
60
61
56
19
33
23
53
21
69
49
81
37
31
70
44
71
47
82
43
56
66
64
72
65
78
62
84
47
73
73
70
81
55
45
51
67
70
83
79
79
45
82
65
63
54
72
80
75
60
58
82
84
84
42
73
62
43
40
68
82
77
83
54
55
84
82
82
84
77
63
67
67
84
84
78
64
76
79
84
67
80
68
83
80
81
73
74
78
54
43
65
33
52
56
41
48
37
42
46
69
79
78
37
52
53
54
43
66
75
57
52
50
54
48
74
84
81
81
83
80
76
80
58
36
60
34
34
35
46
71
57
49
53
76
50
78
81
72
49
73
39
47
82
71
66
54
39
46
49
77
61
20
77
56
57
55
68
71
45
48
56
64
53
67
82
45
62
55
25
58
68
78
44
55
57
44
45
80
76
28
33
36
43
69
81
76
69
51
48
76
83
60
82
32
25
60
49
50
69
81
57
72
70
47
65
81
71
65
50
70
50
60
74
84
77
80
75
80
82
84
77
83
78
65
66
46
44
30
50
57
54
56
57
75
69
55
77
63
60
62
50
71
40
45
40
32
77
76
71
34
48
50
56
79
79
80
48
42
66
66
82
75
76
33
79
57
52
81
59
82
19
22
45
72
51
72
79
73
69
70
46
64
80
44
82
65
53
69
82
84
84
83
53
50
75
61
83
74
79
67
61
55
48
75
83
51
31
76
75
84
78
81
76
73
84
78
73
76
82
77
79
63
78
73
80
73
60
53
82
63
77
78
81
61
45
53
50
83
64
74
40
70
66
50
67
74
81
39
44
58
68
47
70
83
48
50
38
54
76
75
76
67
70
72
