NET_BOOKINGS
55
58
49
28
40
16
57
31
14
67
68
24
69
59
15
45
40
57
50
49
45
59
36
37
54
56
52
63
28
36
33
37
53
74
65
44
41
73
63
48
57
71
36
53
43
62
47
62
71
52
68
54
71
66
77
65
29
38
32
45
65
63
72
46
74
54
42
68
76
74
54
66
52
59
38
65
75
59
50
54
75
63
68
75
75
73
71
69
77
70
73
62
64
51
37
54
62
73
21
53
41
44
28
67
84
27
48
49
53
49
59
55
60
57
55
42
16
61
74
73
62
57
74
72
14
31
32
54
59
41
45
61
65
41
60
47
42
76
81
76
46
65
64
41
44
64
83
44
44
28
39
54
64
72
59
63
53
43
42
73
74
32
41
43
34
42
68
70
44
49
30
52
37
47
75
35
55
42
37
46
53
56
24
49
66
49
28
70
63
18
40
39
44
72
72
75
57
39
35
54
47
75
72
62
66
61
39
44
63
66
28
43
39
53
63
68
74
57
50
73
80
74
76
83
67
72
57
65
68
70
62
52
71
73
66
75
76
70
71
71
76
42
56
50
64
34
58
48
44
64
66
74
75
53
70
70
59
65
64
23
41
59
22
56
66
80
53
68
63
64
59
49
76
61
52
68
60
54
65
74
67
31
57
60
76
75
76
56
61
57
37
63
66
65
56
43
56
55
59
76
70
47
64
53
41
84
83
69
44
79
75
76
76
82
82
84
80
78
77
76
82
84
72
81
56
79
84
61
82
76
68
44
50
73
67
82
80
63
82
59
74
66
83
49
57
44
56
54
75
68
64
45
38
48
51
69
76
70
82
73
80
78
83
84
83
78
61
67
52
34
49
56
23
70
61
29
66
71
48
58
51
34
44
63
74
67
57
61
58
58
44
65
67
47
30
27
35
56
78
47
49
55
44
50
76
84
67
35
53
45
64
80
76
69
53
84
36
48
82
79
64
78
57
44
48
75
80
62
79
40
74
78
82
80
69
79
73
83
70
82
84
65
70
61
57
81
80
84
66
73
76
62
61
55
78
64
36
47
30
42
49
66
31
36
43
42
42
57
74
24
40
74
47
51
68
73
38
33
39
36
38
62
83
82
62
38
69
82
47
24
29
48
33
26
44
53
59
19
62
61
57
66
70
72
41
59
37
41
41
75
81
34
75
56
34
31
49
61
69
39
32
46
29
77
74
32
42
31
20
55
62
43
24
38
59
38
40
58
74
41
43
36
43
58
13
70
25
25
21
35
48
46
84
50
50
65
49
40
76
77
65
15
55
35
53
42
68
39
65
56
23
73
68
67
15
51
26
48
57
59
69
66
46
84
66
82
82
84
77
76
74
38
33
28
41
47
72
55
63
57
80
84
55
57
54
41
76
41
74
61
51
32
78
47
82
79
52
54
57
32
57
81
84
66
18
61
37
59
51
80
51
38
62
36
47
49
53
45
32
69
20
61
74
68
53
33
59
60
64
47
79
39
79
42
43
56
59
82
42
77
50
58
50
84
82
51
58
48
38
61
74
75
46
53
53
75
45
70
75
67
76
83
54
75
74
76
57
70
46
68
76
76
76
45
55
75
44
48
80
74
47
76
47
38
43
64
76
63
55
43
54
60
72
79
32
54
40
48
32
35
74
38
49
56
60
73
71
71
67
68
58
48
41
27
14
17
16
55
23
29
49
70
29
17
60
52
60
31
71
30
30
49
43
43
47
84
58
53
37
32
41
38
81
53
37
54
43
50
61
73
51
33
75
52
55
66
73
74
67
50
41
54
76
74
30
60
48
33
44
56
75
67
63
47
43
47
70
74
75
71
49
63
72
74
76
70
56
63
72
72
54
69
67
74
72
72
59
64
71
51
38
60
43
28
37
56
37
48
46
32
42
61
76
33
38
36
67
27
57
67
37
39
46
22
19
69
84
83
83
83
82
84
67
50
23
21
32
29
36
29
81
21
50
46
31
36
62
82
43
51
29
31
53
82
68
60
43
49
37
36
55
65
31
48
27
46
50
54
72
63
28
39
29
32
55
79
58
31
44
25
46
52
80
16
37
40
55
45
78
73
27
38
27
31
31
62
73
46
67
42
48
69
69
84
44
18
37
49
36
14
65
44
66
28
42
62
32
79
70
54
45
34
57
55
84
68
55
46
47
75
79
82
80
73
59
74
13
82
37
25
33
53
52
62
59
62
41
60
77
52
39
62
63
44
45
33
47
44
53
64
49
43
48
48
50
74
81
58
31
36
36
55
64
75
41
57
70
39
72
46
83
37
33
21
38
42
46
74
71
48
50
51
33
70
61
84
43
56
40
77
79
82
82
35
47
67
58
75
75
71
54
50
53
42
76
76
67
25
61
57
64
71
75
66
73
71
76
74
75
75
72
72
60
76
73
75
83
61
51
48
65
49
60
71
55
60
64
47
66
72
74
68
61
66
38
63
66
64
45
50
53
66
51
78
71
66
39
34
66
78
82
82
74
71
77
